polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,first_report,latest_report,stall_name,stall_description,stall_website
Strathmore North Primary School,144.916446,Essendon District,,Strathmore North,,FALSE, Mascoma Street Strathmore 16 G8,,VIC,-37.724684,FALSE,FALSE,,,,,,,,,
Morang South Primary School,145.095023,Mill Park District,,Morang South,,TRUE, 77 Gorge Road South Morang 183 G12,,VIC,-37.652359,FALSE,FALSE,,,,,,,,,
Berwick Lodge Primary School,145.32711,Gembrook District,,Berwick Lodge,,TRUE, 145 Mansfield Street Berwick 110 J7,,VIC,-38.03147,FALSE,FALSE,,,,,,,,,
Berwick Secondary College,145.36418,Gembrook District,,Berwick,,FALSE, 65 Manuka Road Berwick 111 H7,,VIC,-38.03107,TRUE,FALSE,,,,,,,,,
Lockington Community Centre,144.537116,Murray Plains District,,Lockington,,FALSE, Hopetoun Street Lockington 31 A6,,VIC,-36.269151,FALSE,FALSE,,,,,,,,,
Gembrook Primary School,145.54524,Gembrook District,,Gembrook,,FALSE, 50 Main Road Gembrook 312 J10,,VIC,-37.9516,TRUE,FALSE,,,,,,,,,
Ultima Community Hall,143.267936,Murray Plains District,,Ultima,,FALSE, Dillon Street Ultima 13 F9,,VIC,-35.470575,FALSE,FALSE,,,,,,,,,
Pakenham Upper Public Hall,145.510939,Gembrook District,,Pakenham Upper,,FALSE, Bourkes Creek Road Pakenham Upper 316 A2,,VIC,-38.010191,FALSE,FALSE,,,,,,,,,
Tecoma Primary School,145.344756,Monbulk District,,Tecoma,,TRUE, 1536 Burwood Highway Tecoma 75 D10,,VIC,-37.906958,FALSE,TRUE,,,,,,,,,
Belgrave South Primary School,145.357922,Monbulk District,,Belgrave South,,FALSE, 175 Colby Drive (access via Gilmore Court) Belgrave South 84 G4,,VIC,-37.931187,FALSE,TRUE,,,,,,,,,
Olinda Primary School,145.36619,Monbulk District,,Olinda,,TRUE, 45 Charlemont Lane Olinda 66 J7,,VIC,-37.8547,FALSE,FALSE,,,,,,,,,
Upwey Primary School,145.33271,Monbulk District,,Upwey,,TRUE, 15 Darling Avenue Upwey 75 A8,,VIC,-37.903132,FALSE,TRUE,,,,,,,,,
Marymede Catholic College,145.0917,Mill Park District,,Marymeade,,FALSE, 60 Williamsons Road South Morang 183 G9,,VIC,-37.642629,FALSE,FALSE,,,,,,,,,
Emerald Primary School,145.44243,Gembrook District,,Emerald,,FALSE, Heroes Avenue Emerald 127 F5,,VIC,-37.93338,FALSE,FALSE,,,,,,,,,
The Lakes South Morang P-9 School - Early Years Campus,145.077049,Mill Park District,,The Lakes,,TRUE, corner Gordons Road and The Lakes Boulevard South Morang 183 C6,,VIC,-37.629342,FALSE,FALSE,,,,,,,,,
Epping Secondary College,145.033555,Mill Park District,,Epping East,,FALSE, 10 McDonalds Road Epping 182 D10,,VIC,-37.644264,FALSE,FALSE,,,,,,,,,
Colac West Primary School,143.57975,Polwarth District,,Colac West,,FALSE, 43861 Ligar Street Colac West 520 D3,,VIC,-38.33642,FALSE,FALSE,,,,,,,,,
Beaconsfield Primary School,145.37164,Gembrook District,,Beaconsfield,,FALSE, corner Old Princes Highway and Lyle Avenue Beaconsfield 111 J12,,VIC,-38.04863,FALSE,FALSE,,,,,,,,,
Monbulk Community Hub,145.409528,Monbulk District,,Monbulk Central,,FALSE, 21 Main Road Monbulk 124 H1,,VIC,-37.875856,FALSE,FALSE,,,,,,,,,
Wandin East Public Hall,145.458478,Monbulk District,,Wandin East,,FALSE, corner Old Baker and Monbulk-Seville Roads Wandin East 121 J9,,VIC,-37.815955,FALSE,FALSE,,,,,,,,,
Surrey Hills Uniting Church Hall,145.101588,Box Hill District,,Surrey Hills,,FALSE, corner Canterbury Road and Valonia Avenue Surrey Hills 46 J11,,VIC,-37.826276,FALSE,FALSE,,,,,,,,,
The Avenue Uniting Church,145.152223,Box Hill District,,Blackburn,,FALSE, 46 Blackburn Road Blackburn 47 K10,,VIC,-37.822904,FALSE,FALSE,,,,,,,,,
Mont Albert Primary School,145.10273,Box Hill District,,Mont Albert,,TRUE, Barloa Road Mont Albert 46 J7,,VIC,-37.81308,FALSE,TRUE,,,,,,,,,
Wesley Hall,145.122251,Box Hill District,,Box Hill Central,,FALSE, Oxford Street Box Hill 47 C10,,VIC,-37.821722,FALSE,FALSE,,,,,,,,,
Laburnum Primary School,145.13875,Box Hill District,,Laburnum,,FALSE, corner Middleborough Road and Janet Street Blackburn 47 G12,,VIC,-37.82708,FALSE,TRUE,,,,,,,,,
Koonung Secondary College,145.117096,Box Hill District,,Koonung Heights,,TRUE, 615 Elgar Road Mont Albert North 47 B5,,VIC,-37.802493,FALSE,TRUE,,,,,,,,,
Kerrimuir Primary School,145.13512,Box Hill District,,Kerrimuir,,TRUE, Molbray Street Box Hill North 47 G5,,VIC,-37.80363,FALSE,TRUE,,,,,,,,,
Chatham Primary School,145.09188,Box Hill District,,Chatham,,TRUE, Weybridge Street (access via Banool Road) Surrey Hills 46 G9,,VIC,-37.81711,FALSE,TRUE,,,,,,,,,
Surrey Hills Holy Trinity Church Hall,145.098146,Box Hill District,,Surrey Hills North,,TRUE, 177 Union Road Surrey Hills 46 H10,,VIC,-37.822364,FALSE,FALSE,,,,,,,,,
Blackburn Lake Primary School,145.1661,Box Hill District,,Blackburn Lake,,TRUE, 40512 Florence Street Blackburn 48 C11,,VIC,-37.8276,FALSE,TRUE,,,,,,,,,
Macedon Primary School,144.56268,Macedon District,,Macedon,,TRUE, 67 Smith Street (access via Margaret Street) Macedon 634 D7,,VIC,-37.41869,FALSE,FALSE,,,,,,,,,
Hepburn Primary School,144.13276,Macedon District,,Hepburn Springs,,FALSE, 156 Main Road Hepburn Springs 582 C3,,VIC,-37.30971,FALSE,FALSE,,,,,,,,,
Daylesford Primary School,144.14156,Macedon District,,Daylesford,,FALSE, 102-128 Vincent Street Daylesford 582 E10,,VIC,-37.3451,FALSE,FALSE,,,,,,,,,
Kyneton Toyota Sports-Aquatic Centre,144.458724,Macedon District,,Kyneton,,FALSE, 4 Victoria Street Kyneton 632 E5,,VIC,-37.248091,FALSE,FALSE,,,,,,,,,
Yandoit Primary School,144.08844,Macedon District,,Yandoit,,FALSE, 74 High Street Yandoit 59 C5,,VIC,-37.214,FALSE,FALSE,,,,,,,,,
Tylden Primary School,144.40878,Macedon District,,Tylden,,FALSE, 11 Clowes Street Tylden 59 H7,,VIC,-37.32497,FALSE,FALSE,,,,,,,,,
Darraweit Guim Primary School,144.89357,Macedon District,,Darraweit Guim,,TRUE, 2 Darraweit Valley Road Darraweit Guim 60 G8,,VIC,-37.40103,FALSE,FALSE,,,,,,,,,
Taradale Primary School,144.35106,Macedon District,,Taradale,,TRUE, 98 High Street Taradale 631 T6,,VIC,-37.14131,FALSE,TRUE,,,,,,,,,
Clarkefield Primary School,144.75671,Macedon District,,Clarkefield,,TRUE, 1202 Lancefield Road Clarkefield 60 E9,,VIC,-37.48947,FALSE,FALSE,,,,,,,,,
Macedon Sunbury Specialist School,144.516667,Macedon District,,Bullengarook,,FALSE, 705 Bacchus Marsh Road Bullengarook 60 A9,,VIC,-37.486295,FALSE,FALSE,,,,,,,,,
Malmsbury Primary School,144.38694,Macedon District,,Malmsbury,,TRUE, 28 Cameron Street Malmsbury 631 P10,,VIC,-37.18732,FALSE,TRUE,,,,,,,,,
Gisborne Secondary College,144.58477,Macedon District,,Gisborne South,,TRUE, 95 Gisborne-Melton Road Gisborne 678 B6,,VIC,-37.49811,FALSE,TRUE,World Challenge Car Wash,,,,,,,,
Kyneton - Sacred Heart College,144.457957,Macedon District,,Kyneton East,,FALSE, 94 High St (access via Ross Street) Kyneton 632 E6,,VIC,-37.252342,FALSE,FALSE,,,,,,,,,
Drummond Primary School,144.330284,Macedon District,,Drummond,,FALSE, 9 Lauriston Road Drummond 59 G5,,VIC,-37.235531,TRUE,FALSE,,,,,,,,,
Malvern Central School,145.034701,Malvern District,,Malvern,,TRUE, 2a Spring Road Malvern 59 D7,,VIC,-37.85567,FALSE,FALSE,,,,,,,,,
1st Malvern Scout Hall,145.067524,Malvern District,,Carnegie North,,TRUE, Cooinda Place (access via Belgrave Road) Malvern East 69 A2,,VIC,-37.880112,FALSE,FALSE,,,,,,,,,
Armadale Primary School,145.017309,Malvern District,,Armadale,,TRUE, Densham Road Armadale 58 K6,,VIC,-37.852235,FALSE,TRUE,,,,,,,,,
Buffalo Sports Stadium,144.521668,Macedon District,,Woodend,,FALSE, 45657 Forest Street Woodend 633 O4,,VIC,-37.353266,FALSE,FALSE,,,,,,,,,
Malvern Primary School,145.037924,Malvern District,,Malvern South,,TRUE, 17 Tooronga Road Malvern East 59 E11,,VIC,-37.871031,FALSE,TRUE,,,,,,,,,
Toorak Uniting Church Hall,145.019514,Malvern District,,Toorak,,TRUE, 603 Toorak Road Toorak 59 A4,,VIC,-37.841914,FALSE,TRUE,Toorak Uniting Church Election Day Fair,,,,,,,,
Brookside College,144.738248,Kororoit District,,Brookside,,TRUE, Federation Way Caroline Springs 358 F2,,VIC,-37.745576,FALSE,FALSE,,,,,,,,,
Rockbank Primary School,144.661561,Kororoit District,,Rockbank,,FALSE, 97-105 Wescott Parade Rockbank 344 J10,,VIC,-37.732296,FALSE,FALSE,,,,,,,,,
Derrimut Primary School,144.76343,Kororoit District,,Mount Derrimut,,TRUE, corner Lennon Parkway and Stirling Drive Derrimut 39 B1,,VIC,-37.789378,FALSE,FALSE,,,,,,,,,
Deer Park West Primary School,144.76459,Kororoit District,,Deer Park West,,FALSE, Quinn Street Deer Park 25 C8,,VIC,-37.771809,FALSE,FALSE,,,,,,,,,
Cairnlea Park Primary School,144.787401,Kororoit District,,Cairnlea,,TRUE, Carmody Drive Cairnlea 25 H5,,VIC,-37.758453,FALSE,FALSE,,,,,,,,,
Movelle Primary School,144.775282,Kororoit District,,Stevensville,,FALSE, Gum Road Kings Park 13 E11,,VIC,-37.737986,FALSE,FALSE,,,,,,,,,
Catholic Regional College - Caroline Springs Campus,144.739575,Kororoit District,,Caroline Springs,,FALSE, 10 College Street Caroline Springs 356 F9,,VIC,-37.730571,FALSE,FALSE,,,,,,,,,
Deer Park North Primary School,144.774064,Kororoit District,,Deer Park North,,FALSE, 18-36 Mawson Avenue Deer Park 25 E4,,VIC,-37.756103,FALSE,FALSE,,,,,,,,,
Copperfield College - Kings Park Campus,144.769941,Kororoit District,,Kings Park,,FALSE, Kambalda Circuit Kings Park 13 D9,,VIC,-37.731946,FALSE,FALSE,,,,,,,,,
Albanvale Primary School,144.774699,Kororoit District,,Albanvale,,FALSE, Dover Street St Albans 25 E1,,VIC,-37.744584,FALSE,FALSE,,,,,,,,,
Portarlington Parks Hall,144.655137,Bellarine District,,Portarlington,,FALSE, Newcombe Street Portarlington 533 Q9,,VIC,-38.114904,FALSE,FALSE,,,,,,,,,
Surfside Primary School,144.541732,Bellarine District,,Surfside,,FALSE, 31-65 John Dory Drive Ocean Grove 529 R9,,VIC,-38.26124,FALSE,FALSE,,,,,,,,,
Bellarine Aquatic and Sports Centre,144.540524,Bellarine District,,Collendina,,FALSE, Shell Road Ocean Grove 484 C10,,VIC,-38.258777,FALSE,FALSE,,,,,,,,,
St Leonards Memorial Hall,144.714995,Bellarine District,,St Leonards,,FALSE, Murradoc Road St Leonards 460 B10,,VIC,-38.172357,FALSE,FALSE,,,,,,,,,
Wallington Primary School,144.50651,Bellarine District,,Wallington,,TRUE, 610 Wallington Road (access via Orchard Crescent) Wallington 469 E11,,VIC,-38.2178,FALSE,FALSE,"Oh no, sold out!",,,,,,,,
Queenscliff Town Hall,144.659029,Bellarine District,,Queenscliff,,FALSE, 50 Learmonth Street Queenscliff 486 J12,,VIC,-38.267759,FALSE,FALSE,,,,,,,,,
Beacon Point Kindergarten,144.575172,Bellarine District,,Beacon Point,,TRUE, 49-55 Centaurus Avenue Clifton Springs 456 K4,,VIC,-38.148666,FALSE,TRUE,,,,,,,,,
Drysdale Uniting Church Hall,144.569222,Bellarine District,,Drysdale,,FALSE, Palmerston Street Drysdale 456 J10,,VIC,-38.173583,FALSE,FALSE,,,,,,,,,
Melrose Primary School,146.86142,Benambra District,,Wodonga Birallee,,FALSE, 25 Silva Drive Wodonga 652 H8,,VIC,-36.1305,FALSE,FALSE,,,,,,,,,
Moolap Primary School,144.424287,Bellarine District,,Moolap,,TRUE, 30 Wills Crescent Moolap 453 G10,,VIC,-38.170982,FALSE,TRUE,,,,,,,,,
Mount Waverley North Primary School,145.14186,Mount Waverley District,,Syndal North,,TRUE, Marcus Avenue Mount Waverley 61 H11,,VIC,-37.86804,FALSE,FALSE,,,,,,,,,
Syndal South Primary School,145.14297,Mount Waverley District,,Syndal South,,TRUE, 14 Montgomery Avenue Mount Waverley 70 H2,,VIC,-37.87909,FALSE,TRUE,,,,,,,,,
Kurnai Secondary College.,146.43279,Morwell District,,Morwell Estate,,FALSE, Bridle Road Morwell 699 R5,,VIC,-38.22879,FALSE,FALSE,,,,,,,,,
Traralgon Uniting Church Hall,146.552597,Morwell District,,Traralgon North East,,FALSE, 19 Park Lane Traralgon 697 L4,,VIC,-38.189211,FALSE,FALSE,,,,,,,,,
Glen Waverley Community Centre,145.161978,Mount Waverley District,,Glen Waverley Central,,FALSE, 700 Waverley Road Glen Waverley 71 C4,,VIC,-37.888877,FALSE,FALSE,,,,,,,,,
Essex Heights Primary School,145.115392,Mount Waverley District,,Essex Heights,,TRUE, Essex Road Mount Waverley 61 B9,,VIC,-37.863877,FALSE,TRUE,,,,,,,,,
Bestchance Child Family Care,145.158755,Mount Waverley District,,Glen Waverley Lower,,FALSE, 583 Ferntree Gully Road Glen Waverley 71 B8,,VIC,-37.902971,FALSE,FALSE,,,,,,,,,
Glen Waverley Primary School,145.1678,Mount Waverley District,,Glen Waverley,,FALSE, 774 High Street Road Glen Waverley 71 D1,,VIC,-37.87469,FALSE,FALSE,,,,,,,,,
Mount View Primary School,145.17885,Mount Waverley District,,Mount View,,TRUE, corner Gallaghers and Shepherd Roads Glen Waverley 71 F3,,VIC,-37.88355,FALSE,FALSE,Crepes!,,,,,,,,
Glen Waverley South Primary School,145.167332,Mount Waverley District,,Glen Waverley South,,TRUE, corner Watsons Road and Whites Lane Glen Waverley 71 D7,,VIC,-37.897357,FALSE,TRUE,,,,,,,,,
Good Samaritan Catholic School,144.93432,Yuroke District,,Somerton,,FALSE, 45657 Southern Cross Drive Roxburgh Park 180 A4,,VIC,-37.62344,FALSE,FALSE,,,,,,,,,
Craigieburn Leisure Centre,144.934913,Yuroke District,,Craigieburn,,FALSE, 127 Craigieburn Road Craigieburn 387 A9,,VIC,-37.598863,FALSE,FALSE,,,,,,,,,
Westmeadows Primary School,144.896051,Yuroke District,,Westmeadows,,FALSE, Riddell Street Westmeadows 3049 6 B6,,VIC,-37.675863,FALSE,FALSE,,,,,,,,,
Mount Ridley P-12 College,144.924805,Yuroke District,,Mount Ridley,,FALSE, 9528 Hampton Street Craigieburn 386 H4,,VIC,-37.579939,FALSE,FALSE,,,,,,,,,
Mickleham Primary School,144.876855,Yuroke District,,Mickleham,,FALSE, 1880 Mickleham Road Mickleham 365 H12,,VIC,-37.563735,FALSE,FALSE,,,,,,,,,
Craigieburn Primary School,144.93287,Yuroke District,,Craigieburn Central,,TRUE, 87-91 Grand Boulevard Craigieburn 387 A5,,VIC,-37.58257,FALSE,FALSE,,,,,,,,,
Craigieburn Secondary College,144.934054,Yuroke District,,Craigieburn South,,FALSE, 102 Hothlyn Drive Craigieburn 387 A12,,VIC,-37.607878,FALSE,FALSE,,,,,,,,,
Greenvale Primary School,144.88593,Yuroke District,,Greenvale,,FALSE, Bradford Avenue Greenvale 178 K8,,VIC,-37.64031,FALSE,FALSE,,,,,,,,,
Roxburgh Rise Primary School,144.922991,Yuroke District,,Roxburgh Rise,,FALSE, corner Lockwood Drive and Bluebird Way Roxburgh Park 179 H2,,VIC,-37.616834,FALSE,FALSE,,,,,,,,,
Greenvale Recreation Centre,144.892456,Yuroke District,,Greenvale South,,FALSE, 27 Barrymore Road Greenvale 178 K12,,VIC,-37.650212,FALSE,FALSE,,,,,,,,,
Our Lady's Primary School,146.321485,Ovens Valley District,,Yarrunga,,FALSE, 52-60 White Street Wangaratta 313 L9,,VIC,-36.372532,FALSE,FALSE,,,,,,,,,
Bena Public Hall,145.762296,Gippsland South District,,Bena,,FALSE, 41 Main Road Bena 96 E8,,VIC,-38.411657,FALSE,FALSE,,,,,,,,,
Gormandale Mechanics Institute,146.701726,Gippsland South District,,Gormandale,,FALSE, corner Main Street and Hyland Highway Gormandale 98 D6,,VIC,-38.294507,FALSE,FALSE,,,,,,,,,
South Gippsland Secondary College,146.19741,Gippsland South District,,Foster,,FALSE, 2 Pioneer Street Foster 708 C2,,VIC,-38.65174,FALSE,FALSE,,,,,,,,,
Sale College Gymnasium Guthridge Campus,147.082235,Gippsland South District,,Sale North,,FALSE, Guthridge Parade Sale 693 R4,,VIC,-38.096878,FALSE,FALSE,,,,,,,,,
Cheshunt Hall,146.430625,Ovens Valley District,,Cheshunt,,FALSE, 454 King Valley Road Cheshunt 48 H6,,VIC,-36.799439,FALSE,FALSE,,,,,,,,,
Bright Senior Citizens Centre,146.961815,Ovens Valley District,,Bright,,FALSE, Cobden Street Bright 327 P3,,VIC,-36.730725,FALSE,FALSE,,,,,,,,,
Loch Sport Public Hall,147.600656,Gippsland South District,,Loch Sport,,FALSE, National Park Road Loch Sport 691 S2,,VIC,-38.034329,FALSE,FALSE,,,,,,,,,
Poowong Consolidated School,145.768867,Gippsland South District,,Poowong,,FALSE, Main Street Poowong 709 Q2,,VIC,-38.342736,FALSE,FALSE,,,,,,,,,
Yarrawonga Town Hall,146.004812,Ovens Valley District,,Yarrawonga Central,,FALSE, 100 Belmore Street Yarrawonga 668 D9,,VIC,-36.012762,FALSE,FALSE,,,,,,,,,
Arawata Public Hall,145.868746,Gippsland South District,,Arawata,,FALSE, 371 Fairbank Road Arawata 96 G8,,VIC,-38.396061,FALSE,FALSE,,,,,,,,,
Mardan Public Hall,146.111453,Gippsland South District,,Mardan,,FALSE, Coulters Road Mardan 97 D9,,VIC,-38.475888,FALSE,FALSE,,,,,,,,,
Numurkah Town Hall,145.442588,Shepparton District,,Numurkah,,FALSE, Knox Street Numurkah 670 C4,,VIC,-36.092247,FALSE,FALSE,,,,,,,,,
Congupna Primary School,145.433782,Shepparton District,,Congupna,,FALSE, 3580 Katamatite-Shepparton Road Congupna 32 H6,,VIC,-36.299824,FALSE,FALSE,,,,,,,,,
Toorak College,145.091611,Mornington District,,Mt Eliza Central,,FALSE, Williams Road Mount Eliza 101 G10,,VIC,-38.173021,FALSE,FALSE,,,,,,,,,
Kialla Primary School,145.431335,Shepparton District,,Kialla,,TRUE, 128 Central Road Kialla 32 H9,,VIC,-36.452531,FALSE,TRUE,,,,,,,,,
Yalca North Public Hall,145.235645,Shepparton District,,Yalca North,,FALSE, Murray Valley Highway Yalca 22 E8,,VIC,-35.927938,FALSE,FALSE,,,,,,,,,
Sandringham Secondary College,145.024384,Sandringham District,,Holloway,,TRUE, 11 Holloway Road Sandringham 77 B11,,VIC,-37.95651,FALSE,FALSE,,,,,,,,,
Olympic Avenue Kindergarten,145.04667,Sandringham District,,Cheltenham West,,TRUE, 28 Olympic Avenue Cheltenham 77 F12,,VIC,-37.962022,FALSE,FALSE,,,,,,,,,
Beaumaris Anglican Church,145.037044,Sandringham District,,Beaumaris,,FALSE, 32 Dalgetty Road Beaumaris 86 D8,,VIC,-37.990828,FALSE,FALSE,,,,,,,,,
Sandringham Masonic Centre,145.003436,Sandringham District,,Sandringham,,FALSE, 23 Abbott Street Sandringham 77 G9,,VIC,-37.948534,FALSE,FALSE,,,,,,,,,
Cressy Hall,143.633982,Polwarth District,,Cressy,,FALSE, Yarima Road Cressy 518 H10,,VIC,-38.030401,FALSE,FALSE,,,,,,,,,
Timboon P-12 College,142.97589,Polwarth District,,Timboon,,TRUE, Hamilton Street Timboon 517 R4,,VIC,-38.48406,FALSE,FALSE,,,,,,,,,
Gellibrand Hall,143.537979,Polwarth District,,Gellibrand River,,FALSE, Colac-Lavers Hill Road Gellibrand 453 G2,,VIC,-38.520296,FALSE,FALSE,,,,,,,,,
Deans Marsh Public Hall,143.88484,Polwarth District,,Deans Marsh,,TRUE, Pennyroyal Valley Road Deans Marsh 518 H10,,VIC,-38.399043,FALSE,FALSE,,,,,,,,,
Stonehaven CFA Fire Station,144.265012,Polwarth District,,Fyansford,,FALSE, corner Dog Rocks and Fyansford-Gheringhap Roads Fyansford 518 H5,,VIC,-38.113096,FALSE,FALSE,,,,,,,,,
Scotts Creek Public Hall,143.049569,Polwarth District,,Scotts Creek,,FALSE, Cobden-Port Campbell Road Scotts Creek 522 H3,,VIC,-38.449593,FALSE,FALSE,,,,,,,,,
Warrion Public Hall,143.572071,Polwarth District,,Warrion,,FALSE, Coragulac-Beeac Road Warrion 516 H9,,VIC,-38.222087,FALSE,FALSE,,,,,,,,,
Wurdale Hall,144.012082,Polwarth District,,Winchelsea South,,FALSE, 220 Wurdale Road Winchelsea South 92 J6,,VIC,-38.314455,FALSE,FALSE,,,,,,,,,
Footscray City Primary School,144.90025,Footscray District,,Hyde,,TRUE, Hyde Street Footscray 42 C6,,VIC,-37.8064,FALSE,TRUE,,,,,,,,,
Gilmore Girls College,144.89489,Footscray District,,Footscray,,TRUE, 298 Barkly Street Footscray 42 B4,,VIC,-37.7991,FALSE,FALSE,,,,,,,,,
Caulfield South Primary School,145.030422,Caulfield District,,Bundeera,,TRUE, Bundeera Road Caulfield South 68 C6,,VIC,-37.895534,FALSE,TRUE,,,,,,,,,
St Kilda Town Hall,144.988404,Caulfield District,,St Kilda,,FALSE, corner Carlisle Street and Brighton Road St Kilda 2P F9,,VIC,-37.868552,TRUE,FALSE,,,,,,,,,
Lyrebird Community Centre,145.187184,Carrum District,,Lyrebird,,FALSE, 203 Lyrebird Drive Carrum Downs 100 H3,,VIC,-38.102963,FALSE,FALSE,,,,,,,,,
Bonbeach Primary School,145.12674,Carrum District,,Bonbeach,,FALSE, 29-63 Breeze Street Bonbeach 97 D5,,VIC,-38.0666,FALSE,FALSE,,,,,,,,,
Belvedere Park Primary School,145.14681,Carrum District,,Belvedere Park,,FALSE, 30 Belvedere Road Seaford 99 J5,,VIC,-38.10972,FALSE,FALSE,,,,,,,,,
Seaford Primary School,145.1305,Carrum District,,Seaford,,TRUE, McRae Street Seaford 99 E3,,VIC,-38.10444,FALSE,FALSE,Car boot sale!,,,,,,,,
12th Caulfield Scout Hall,145.00723,Caulfield District,,Elsternwick North,,FALSE, 1 Beavis Street Elsternwick 67 H3,,VIC,-37.884755,FALSE,FALSE,,,,,,,,,
Rowellyn Park Primary School,145.191588,Carrum District,,Rowellyn Park,,FALSE, corner Tattler Street and Rowellyn Avenue Carrum Downs 100 J3,,VIC,-38.104408,FALSE,FALSE,,,,,,,,,
Patterson Lakes Community Centre,145.143454,Carrum District,,Patterson Lakes,,TRUE, 54-70 Thompsons Road Patterson Lakes 97 H6,,VIC,-38.068894,FALSE,FALSE,,,,,,,,,
Banyan Fields Primary School,145.18719,Carrum District,,Banyan Fields,,FALSE, 90 Cadles Road Carrum Downs 98 H12,,VIC,-38.09477,FALSE,FALSE,,,,,,,,,
Maribyrnong Road Uniting Church,144.922189,Essendon District,,Ascot Vale East,,TRUE, Maribyrnong Road Moonee Ponds 28 H9,,VIC,-37.772165,FALSE,TRUE,,,,,,,,,
Strathmore Primary School,144.916796,Essendon District,,Strathmore,,TRUE, Lloyd Street Strathmore 16 G10,,VIC,-37.735484,FALSE,FALSE,,,,,,,,,
Essendon Keilor College-VCE Essendon Campus,144.901716,Essendon District,,Essendon West,,TRUE, 286 Buckley Street Essendon 28 D4,,VIC,-37.755103,FALSE,FALSE,,,,,,,,,
St Therese's Catholic Primary School,144.910923,Essendon District,,Essendon,,FALSE, corner Edward and Florence Streets Essendon 28 F3,,VIC,-37.751358,TRUE,FALSE,,,,,,,,,
Mortlake Soldiers Memorial Hall,142.810153,Polwarth District,,Mortlake,,FALSE, Shaw Street Mortlake 528 G9,,VIC,-38.079607,FALSE,FALSE,,,,,,,,,
Port Campbell Recreation Reserve,143.003104,Polwarth District,,Port Campbell,,FALSE, Desaily Street Port Campbell 512 D4,,VIC,-38.616583,FALSE,FALSE,,,,,,,,,
Moonee Ponds Primary School,144.933639,Essendon District,,Moonee Ponds Central,,TRUE, 87 Wilson Street Moonee Ponds 29 A6,,VIC,-37.763366,FALSE,TRUE,No sign of sausages at 8:30am - hopefully they're just a bit late.,,,,,,,,
Mount Alexander Secondary College,144.933147,Essendon District,,Flemington,,TRUE, 167-175 Mount Alexander Road Flemington 29 A11,,VIC,-37.78252,FALSE,FALSE,,,,,,,,,
