Polling Location Name,Venue Name,Type,Electorate 1,Electorate 2,Property Name,Flat Number,Street Number,Street Name,Street Type,Locality,Postcode,Melway/Vicroads Ref,Longitude,Latitude
Clayton,Fregon Hall,Voting Centre,Clarinda District,,,,4-8,Fregon,Road,Clayton,3168,70 D12,145.123717000142,-37.9182049998784
Kingston Heath,Kingston Heath Primary School,Voting Centre,Clarinda District,,,,25,Farm,Road,Cheltenham,3192,87 D1,145.079070000142,-37.9627799998793
Oakleigh South,Oakleigh South Primary School,Voting Centre,Clarinda District,,,,,Riley,Street,Oakleigh South,3167,78 G2,145.095379616796,-37.9223864753547
Springvale West,Spring Parks Primary School - West Campus,Voting Centre,Clarinda District,,,,24,Erica,Street,Springvale,3171,79 G12,145.139610000143,-37.9587499998792
Springvale,Springvale Rise Primary School (Springvale Campus),Voting Centre,Keysborough District,Clarinda District,,,355a,Springvale,Road,Springvale,3171,79 K10,145.152602000143,-37.952025999879
Clarinda South,Sundowner Neighbourhood House,Voting Centre,Clarinda District,,,,24,Sundowner,Avenue,Clarinda,3169,78 K7,145.107663676942,-37.9438179000653
Westall,Westall Secondary College,Voting Centre,Clarinda District,,,,88,Rosebank,Avenue,Clayton South,3169,79 G7,145.136285091809,-37.9403512332121
Springvale North,Whitworth Avenue Pre-School,Voting Centre,Clarinda District,,,,75a,Whitworth,Avenue,Springvale,3171,79 J6,145.146329000143,-37.9395739998788
Davies Reserve,Wirringga Scout Hall,Voting Centre,Clarinda District,,,,,Talbot,Avenue,Oakleigh South,3168,78 J1,145.103629000142,-37.9210539998784
Northvale,Albany Rise Primary School,Voting Centre,Mulgrave District,,,,,Albany,Drive,Mulgrave,3170,80 E3,145.172790000143,-37.9283299998786
Springvale South,Athol Road Primary School (West Campus),Voting Centre,Keysborough District,,,,159-167,Athol,Road,Springvale South,3172,88 K3,145.150554000143,-37.9701449998794
Brandon Park,Brandon Park Primary School,Voting Centre,Mulgrave District,,,,1-5,Ninevah,Crescent,Wheelers Hill,3150,71 E11,145.172379037922,-37.9137187598192
Endeavour Hills North,Chalcot Lodge Primary School,Voting Centre,Dandenong District,,,,,Primrose Hill,Close,Endeavour Hills,3802,91 B3,145.247700000145,-37.9697299998794
Maralinga,Chandler Park Primary School.,Voting Centre,Keysborough District,,,,,Cochrane,Avenue,Keysborough,3173,89 G9,145.180462939657,-37.9919904577585
Cranbourne North East,Cranbourne Carlisle Primary School,Voting Centre,Cranbourne District,,,,,Springhill,Drive,Cranbourne,3977,130 A11,145.288864858479,-38.0873118998817
Cranbourne East,Cranbourne East Secondary College,Voting Centre,Cranbourne District,,,,50,Stately,Drive,Cranbourne East,3977,134 E4,145.306030000146,-38.1048699998821
Cranbourne Park,Cranbourne Park Primary School,Voting Centre,Cranbourne District,,,,1,Tucker,Street,Cranbourne,3977,133 H3,145.277480000146,-38.1039299998821
Cranbourne West,Cranbourne West Primary School,Voting Centre,Cranbourne District,,,,110,Duff,Street,Cranbourne,3977,133 F3,145.268180000145,-38.1031099998821
Cleeland,Dandenong High School.,Voting Centre,Dandenong District,,,,92-106,Princes,Highway,Dandenong,3175,90 C5,145.208741273846,-37.9788531539124
Dandenong Central,Dandenong Primary School,Voting Centre,Dandenong District,,,,174-182,Foster Street (access via New,Street),Dandenong,3175,91A G7,145.219820000144,-37.9879199998798
Dandenong South,Dandenong South Primary School,Voting Centre,Dandenong District,,,,,William Avenue (access via Kirkham,Road),Dandenong,3175,91A D12,145.210538128852,-37.9983307821925
Dandenong West,Dandenong West Primary School,Voting Centre,Dandenong District,,,,32,Birdwood,Avenue,Dandenong,3175,90 A6,145.200420000144,-37.9807399998796
Dingley,Dingley Primary School,Voting Centre,Keysborough District,,,,111-115,Centre Dandenong,Road,Dingley,3172,88 F6,145.131940000143,-37.9826799998797
Hallam Valley,Fleetwood Primary School,Voting Centre,Narre Warren North District,,,,97,Fleetwood,Drive,Narre Warren,3805,110 G10,145.317160635564,-38.0395834446537
Fountain Gate,Fountain Gate Primary School,Voting Centre,Narre Warren North District,,,,7-21,Prospect Hill,Road,Narre Warren,3805,110 B1,145.295199875146,-38.0094198165469
Hallam,Hallam Primary School,Voting Centre,Narre Warren North District,,,,24,Harmer,Road,Hallam,3803,91 D11,145.258490000145,-38.00157999988
Harrisfield,Harrisfield Primary School,Voting Centre,Mulgrave District,,,,495,Princes,Highway,Noble Park,3174,80 F10,145.178786,-37.954785
Jells Park,Jells Park Primary School,Voting Centre,Mulgrave District,,,,17-33,Petronella,Avenue,Wheelers Hill,3150,71 J8,145.19288,-37.902764
Southvale,Keysborough College - Banksia Campus,Voting Centre,Keysborough District,,,,8-20,Janine,Road,Springvale South,3172,89 B2,145.159360000143,-37.9669999998793
Coomoora,Keysborough Primary School,Voting Centre,Keysborough District,,,,33,Coomoora,Road,Springvale South,3172,89 A6,145.152842594327,-37.9824182404867
Kingswood,Kingswood Primary School,Voting Centre,Keysborough District,,,,,Plaza,Crescent,Dingley Village,3172,88 D6,145.123933000142,-37.9829979998797
Lynbrook,Lynbrook Primary School,Voting Centre,Cranbourne District,,,,corner,Paterson Drive and Ronans,Retreat,Lynbrook,3975,129 B1,145.248439000145,-38.052416999881
Dandenong North,Lyndale Greens Primary School,Voting Centre,Dandenong District,,,,1-19,Oakwood,Avenue,Dandenong,3175,90 B1,145.204810503051,-37.9649812797216
Lyndale,Lyndale Secondary College,Voting Centre,Dandenong District,Mulgrave District,,,170,Gladstone Road (access via Halton,Road),Dandenong North,3175,81 C11,145.204821440939,-37.9568602764367
Maramba,Maramba Primary School,Voting Centre,Narre Warren North District,,,,,Maramba,Drive,Narre Warren,3805,108 D12,145.303326349098,-38.0028083525694
Glen Eagles,Mossgiel Park Primary School,Voting Centre,Narre Warren North District,Dandenong District,,,71-75,Scotsburn,Way,Endeavour Hills,3802,91 F2,145.267516637861,-37.968335037496
Gladeswood,Mulgrave Primary School,Voting Centre,Mulgrave District,,,,23-31,Gladeswood,Drive,Mulgrave,3170,80 K4,145.197499914103,-37.9327507769144
Noble Park North,Noble Park Community Centre,Voting Centre,Mulgrave District,,,,44,Memorial,Drive,Noble Park,3174,80 E12,145.173530000143,-37.9618969998792
Noble Park,Noble Park Primary School,Voting Centre,Keysborough District,Mulgrave District,,,65,Buckley,Street,Noble Park,3174,89 E3,145.173910000143,-37.9706299998794
Rangebank,Rangebank Primary School,Voting Centre,Cranbourne District,,,,14-36,Lesdon,Avenue,Cranbourne,3977,129 H11,145.275749000146,-38.0877399998818
Loxwood,Resurrection Primary School,Voting Centre,Keysborough District,,,,402,Corrigan,Road,Keysborough,3173,89 C8,145.162104485212,-37.9893589183741
Rosewood Downs,Rosewood Downs Primary School,Voting Centre,Dandenong District,,,,,Murray,Road,Dandenong North,3175,81 D8,145.214592092914,-37.9440507017252
Chapel,Sirius College - Keysborough Campus,Voting Centre,Keysborough District,,,,139,Chapel,Road,Keysborough,3173,89 B12,145.164739322996,-38.0053479407353
Endeavour Hills East,Southern Cross Primary School,Voting Centre,Narre Warren North District,,,,1-21,David Collins,Drive,Endeavour Hills,3802,91 F8,145.264570000145,-37.9879999998798
Keysborough Park,Springers Leisure Centre,Voting Centre,Keysborough District,,,,400,Cheltenham,Road,Keysborough,3173,89 A10,145.154112000143,-37.9960479998799
Springvale Heights,Springvale Heights Primary School,Voting Centre,Mulgrave District,,,,32-52,Wareham,Street,Springvale,3171,80 B6,145.158820000143,-37.9392299998788
Mitchell,Thomas Mitchell Primary School,Voting Centre,Narre Warren North District,,,,,Thomas Mitchell,Drive,Endeavour Hills,3802,91 H5,145.273847662193,-37.9805147147158
Wallarano,Wallarano Primary School,Voting Centre,Keysborough District,,,,38-64,Wallarano,Drive,Noble Park,3174,89 D5,145.170590000143,-37.9796899998796
Waverley Meadows,Waverley Meadows Primary School,Voting Centre,Mulgrave District,,,,11,Columbia,Drive,Wheelers Hill,3150,71 H11,145.184340000144,-37.9143599998783
Wheelers Hill,Wheelers Hill Primary School,Voting Centre,Mulgrave District,,,,134-148,Whites,Lane,Wheelers Hill,3150,71 F8,145.177416007699,-37.9010831186902
Wooranna Park,Wooranna Park Primary School,Voting Centre,Dandenong District,,,,89-105,Carlton Road (access via Wondalga,Avenue),Dandenong North,3175,81 E12,145.21783437421,-37.9594209368546
Yarraman Oaks,Yarraman Oaks Primary School,Voting Centre,Dandenong District,,,,27,Liege,Avenue,Noble Park,3174,89 J3,145.191530000144,-37.9702899998794
Berwick Chase,Berwick Chase Primary School,Voting Centre,Narre Warren South District,,,,72,Viewgrand,Drive,Berwick,3806,131 D5,145.346960000147,-38.0674299998813
Centre Road,Berwick Fields Primary School,Voting Centre,Narre Warren South District,,,,35,Gwendoline,Drive,Berwick,3806,111 A12,145.334393553374,-38.0491952356104
Coral Park,Coral Park Primary School,Voting Centre,Narre Warren South District,,,,145,Coral,Drive,Hampton Park,3976,96 H11,145.274213533479,-38.0434119998809
Hallam East,Hallam Gardens Kindergarten,Voting Centre,Narre Warren North District,,,,26-28,Nettle,Drive,Hallam,3803,91 J12,145.281651008479,-38.0025940915467
Hampton Park,Hampton Park Primary School,Voting Centre,Narre Warren South District,,,,32,Somerville,Road,Hampton Park,3976,96 C7,145.252304523573,-38.0310928408084
Hampton Park East,Hampton Park Secondary College,Voting Centre,Narre Warren South District,,,,58-96,Fordholm,Road,Hampton Park,3976,96 D8,145.260617424309,-38.0354281345546
Hillsmeade,Hillsmeade Primary School,Voting Centre,Narre Warren South District,,,,82,The Promenade,,Narre Warren South,3805,130 E5,145.307480000146,-38.0649899998813
Narre Warren,Narre Community Learning Centre,Voting Centre,Narre Warren North District,,,,1,Malcolm,Court,Narre Warren,3805,110 E6,145.305264000146,-38.0266229998805
Narre Warren North,Narre Warren North Primary School,Voting Centre,Narre Warren North District,,,,15-31,A'Beckett,Road,Narre Warren North,3804,108 G5,145.316790000146,-37.9788829998796
Oatlands,Oatlands Primary School,Voting Centre,Narre Warren North District,,,,79-93,Kurrajong,Road,Narre Warren,3805,110 G1,145.316190000146,-38.0064399998801
Carrington,Carrington Primary School,Voting Centre,Rowville District,,,,corner,Rickards Avenue and Laura,Road,Knoxfield,3180,73 B5,145.246510000145,-37.8917499998778
Ferntree Gully Central,Ferntree Gully Community Centre,Voting Centre,Rowville District,Ferntree Gully District,,,1010,Burwood,Highway,Ferntree Gully,3156,74 B5,145.290904508479,-37.8898943998778
Heany Park,Heany Park Primary School,Voting Centre,Rowville District,,,,81,Buckingham,Drive,Rowville,3178,82 A5,145.24269752698,-37.9334991741562
Karoo,Karoo Primary School,Voting Centre,Rowville District,,,,160,Karoo,Road,Rowville,3178,73 E9,145.263411168385,-37.9057295781866
Lysterfield,Lysterfield Primary School,Voting Centre,Rowville District,,,,corner,Bellfield and Lakesfield,Drives,Lysterfield,3156,73 H11,145.276006466812,-37.9117995748782
Narre Warren South,Narre Warren South P-12 College,Voting Centre,Narre Warren South District,,,,79-125,Amberly Park,Drive,Narre Warren South,3805,110 A12,145.286818000146,-38.049558999881
Oakgrove,Oakgrove Community Centre,Voting Centre,Narre Warren South District,,,,89-101,Oakgrove,Drive,Narre Warren South,3805,130 C3,145.297612000146,-38.0573089998811
Rowville,Rowville Primary School,Voting Centre,Rowville District,,,,,Paratea,Drive,Rowville,3178,81 K2,145.237970000145,-37.9231599998785
Strathaird,Strathaird Primary School,Voting Centre,Narre Warren South District,,,,20,Sherwood,Road,Narre Warren South,3805,129 K4,145.286634261721,-38.0629805131213
Alamanda,Alamanda K-9 College,Voting Centre,Altona District,,,,86-100,Alamanda,Boulevard,Point Cook,3030,207 H10,144.741200000135,-37.9083399998782
Altona Bay,Altona Green Primary School,Voting Centre,Altona District,,,,240,Victoria,Street,Altona Meadows,3028,208 G4,144.784690000136,-37.8865799998777
Altona Meadows CC,Altona Meadows Community Centre,Voting Centre,Altona District,,,,28,Trafalgar,Avenue,Altona Meadows,3028,208 G1,144.783086631852,-37.8778270717706
Altona Meadows,Altona Meadows Primary School,Voting Centre,Altona District,,,,78-88,Alma,Avenue,Altona Meadows,3028,53 F11,144.779669541802,-37.8682306498774
Altona West,Altona P-9 College,Voting Centre,Altona District,,,,103a,Grieve Parade (access via Civic,Parade),Altona,3018,54 E9,144.817128000136,-37.8622049998772
Altona,Altona Primary School,Voting Centre,Altona District,,,,109,Blyth,Street,Altona,3028,54 F11,144.822423704267,-37.8677181658527
Footscray Park,Angliss Senior Citizens Hall,Voting Centre,Footscray District,,,,24,Vipont,Street,Footscray,3011,2S J6,144.906621000138,-37.7965429998759
Ardeer,Ardeer Primary School,Voting Centre,St Albans District,Footscray District,,,,Suspension,Street,Ardeer,3022,26 A11,144.799929772461,-37.7813270513972
Ardeer South,Ardeer South Primary School,Voting Centre,Footscray District,,,,Corner,Ralph and Murray,Streets,Sunshine West,3020,40 A1,144.799000000136,-37.7883999998758
Boardwalk,Carranballac P-9 College - Boardwalk Campus,Voting Centre,Altona District,,,,Corner,Dunnings Road and Foxwood,Drive,Point Cook,3030,207 H3,144.742175000135,-37.8848079998777
Jamieson Way,Carranballac P-9 College - Jamieson Way Campus,Voting Centre,Altona District,,,,,Jamieson,Way,Point Cook,3030,207 J6,144.745600000135,-37.8951499998779
Tottenham North,Western English Language School - Tottenham,Voting Centre,Footscray District,,,,46,South,Road,Braybrook,3019,41 B1,144.854091267051,-37.7911084723111
Maidstone West,Maidstone Child & Family Centre,Voting Centre,Footscray District,,,,23-25,Burns Street (access via Sonley,Street),Maidstone,3012,41 G1,144.872983698726,-37.7868531538948
Hyde,Footscray City Primary School,Voting Centre,Footscray District,,,,10,Hyde,Street,Footscray,3011,2S F11,144.900250000138,-37.8063999998761
Maidstone,Footscray North Primary School,Voting Centre,Footscray District,,,,14,Rosamond,Road,Footscray,3011,41 K1,144.884141000138,-37.7871699998757
West Footscray,Footscray West  Primary School,Voting Centre,Footscray District,,,,,Argyle,Street,West Footscray,3012,41 H3,144.875744000138,-37.7948089998759
Laverton,Laverton Community Hub,Voting Centre,Altona District,,,,95-105,Railway Avenue (access via Crown,Street),Laverton,3028,53 D10,144.768406515361,-37.865937466577
Laverton North,Laverton P-12 College,Voting Centre,Altona District,,,,91,Bladin,Street,Laverton,3028,53 E8,144.773270015826,-37.8572105117836
Footscray Central,Macedonian Church Hall,Voting Centre,Williamstown District,,,,83,Victoria,Street,Footscray,3011,2S C10,144.892315000138,-37.8047069998761
Maribyrnong River,Maribyrnong River Community Centre,Voting Centre,Footscray District,,,,9,Randall,Street,Maribyrnong,3032,28 A7,144.887571000138,-37.7672759998753
Point Cook North,Point Cook P-9 College,Voting Centre,Altona District,,,,18-50,Ponsford Drive (access via Tom Roberts,Parade),Point Cook,3030,207 D6,144.725690000135,-37.8935899998779
Seabrook Central,Seabrook Community Centre,Voting Centre,Altona District,,,,15,Truganina,Avenue,Seabrook,3028,208 B4,144.758853775135,-37.8860765832111
Seabrook,Seabrook Primary School,Voting Centre,Altona District,,,,83-105,Point Cook,Road,Seabrook,3028,208 A2,144.757900000135,-37.8788399998776
Seaholme,Seaholme Primary School,Voting Centre,Altona District,,,,,Civic,Parade,Altona,3018,54 K10,144.840380000137,-37.8646399998773
Sunvale,Sunshine Harvester School,Voting Centre,St Albans District,Footscray District,,,132,Hertford,Road,Sunshine,3020,27 A12,144.845640744457,-37.7829087629396
Sunshine,Sunshine Primary School,Voting Centre,Footscray District,St Albans District,,,69,Hampshire Road (access via Derby,Road),Sunshine,3020,40 H2,144.830296284799,-37.7912896149918
Footscray North,YMCA,Voting Centre,Footscray District,,,,corner,Market and Essex,Streets,Footscray,3011,41 J3,144.879957000138,-37.7953789998759
Albanvale,Albanvale Primary School,Voting Centre,Kororoit District,,,,54-64,Diamond,Avenue,Albanvale,3021,25 E1,144.774406654655,-37.7440445979152
Cairnlea,Cairnlea Park Primary School,Voting Centre,Kororoit District,,,,49,Carmody,Drive,Cairnlea,3023,25 H5,144.788166327329,-37.7589190128253
Brookside,Brookside College,Voting Centre,Kororoit District,,,,,Federation,Way,Caroline Springs,3023,358 G1,144.737054409357,-37.7460085810373
Caroline Springs,Catholic Regional College - Caroline Springs Campus,Voting Centre,Kororoit District,,,,10,College,Street,Caroline Springs,3023,356 G9,144.739574816801,-37.7305714998746
Kings Park,Copperfield College - Kings Park Campus,Voting Centre,Kororoit District,Sydenham District,,,,Kambalda,Circuit,Kings Park,3021,13 D10,144.770385454492,-37.7317268488777
Kings Park,Copperfield College - Kings Park Campus,Voting Centre,Kororoit District,St Albans District,,,,Kambalda,Circuit,Kings Park,3021,13 D10,144.770385454492,-37.7317268488777
Deer Park North,Deer Park North Primary School,Voting Centre,Kororoit District,,,,18-36,Mawson,Avenue,Deer Park,3023,25 E4,144.774064000135,-37.7561029998751
Mount Derrimut,Derrimut Primary School,Voting Centre,Kororoit District,,,,corner,Lennon Parkway and Stirling,Drive,Derrimut,3030,39 C1,144.764083622619,-37.7889913784465
Rockbank,Rockbank Primary School,Voting Centre,Kororoit District,,,,97-105,Wescott,Parade,Rockbank,3355,344 J10,144.661561000133,-37.7322959998746
Deer Park Central,Victoria University Secondary College (Deer Park Campus),Voting Centre,Kororoit District,,,,88,Billingham,Road,Deer Park,3023,25 C5,144.767023496826,-37.7580101735647
Albion North,Albion North Primary School,Voting Centre,St Albans District,,,,67-73,Furlong Rd,,Sunshine North,3020,26 F6,144.822917432768,-37.7625219673381
Albion,Albion Primary School,Voting Centre,St Albans District,,,,,Adelaide,Street,Albion,3020,26 E10,144.819940000136,-37.7779399998756
Tarneit,Baden Powell P-9 College - Tarneit Campus,Voting Centre,Tarneit District,,,,81-97,Baden Powell,Drive,Tarneit,3029,202 G4,144.69503,-37.8425
Newport West,Bayside Secondary College - Paisley Campus,Voting Centre,Williamstown District,,,,43,Blenheim,Road,Newport,3015,55 E4,144.863630000137,-37.8438999998769
